Country;League;Season;Date;Time;Home;Away;HG;AG;Res;PH;PD;PA;MaxH;MaxD;MaxA;AvgH;AvgD;AvgA
Brazil;Serie A;2014;22/05/2014;01:00:00;Criciuma;Chapecoense-SC;1;0;0;21;359;369;214;36;395;204;327;356
Brazil;Serie A;2014;22/05/2014;01:00:00;Cruzeiro;Sport Recife;2;0;0;131;592;1062;132;6;12;129;515;961
Brazil;Serie A;2014;22/05/2014;02:00:00;Corinthians;Atletico-PR;1;1;2;164;385;64;17;39;68;162;359;56
Brazil;Serie A;2014;22/05/2014;02:00:00;Fluminense;Sao Paulo;5;2;0;24;334;323;24;334;345;226;318;315
Brazil;Serie A;2014;22/05/2014;02:00:00;Gremio;Botafogo RJ;2;1;0;188;371;449;191;39;56;174;35;466
Brazil;Serie A;2014;22/05/2014;23:30:00;Goias;Santos;2;2;2;199;351;422;225;355;422;203;325;366
Brazil;Serie A;2014;22/05/2014;23:30:00;Palmeiras;Figueirense;1;0;0;158;408;676;158;433;76;152;39;624
Brazil;Serie A;2014;23/05/2014;01:00:00;Vitoria;Atletico-MG;2;3;1;243;337;315;252;34;334;228;32;306
Brazil;Serie A;2014;24/05/2014;22:30:00;Bahia;Fluminense;0;1;1;466;35;191;485;355;2;422;333;186
Brazil;Serie A;2014;25/05/2014;01:00:00;Sao Paulo;Gremio;1;0;0;208;348;395;208;348;433;201;328;365
Brazil;Serie A;2014;25/05/2014;20:00:00;Atletico-PR;Coritiba;2;0;0;294;333;26;3;333;274;273;315;255
Brazil;Serie A;2014;25/05/2014;20:00:00;Figueirense;Goias;0;1;1;276;329;277;28;329;292;265;305;269
Brazil;Serie A;2014;25/05/2014;20:00:00;Santos;Flamengo RJ;0;0;2;222;321;375;222;335;395;21;32;347
Brazil;Serie A;2014;25/05/2014;20:00:00;Sport Recife;Corinthians;1;4;1;292;308;279;313;32;279;287;294;258
Brazil;Serie A;2014;25/05/2014;22:30:00;Atletico-MG;Criciuma;0;0;2;165;4;596;167;4;7;158;37;582
Brazil;Serie A;2014;25/05/2014;22:30:00;Botafogo RJ;Vitoria;1;1;2;186;395;425;186;395;5;178;359;428
Brazil;Serie A;2014;25/05/2014;22:30:00;Chapecoense-SC;Palmeiras;2;0;0;249;327;315;265;33;315;245;304;295
Brazil;Serie A;2014;25/05/2014;22:30:00;Internacional;Cruzeiro;1;3;1;252;342;297;256;342;31;237;32;292
Brazil;Serie A;2014;28/05/2014;23:30:00;Criciuma;Coritiba;1;0;0;242;333;321;242;335;34;229;313;312
Brazil;Serie A;2014;28/05/2014;23:30:00;Palmeiras;Botafogo RJ;0;2;1;241;328;327;25;328;36;232;315;305
Brazil;Serie A;2014;28/05/2014;23:30:00;Sport Recife;Gremio;0;0;2;386;347;209;39;347;225;354;322;207
Brazil;Serie A;2014;29/05/2014;01:00:00;Goias;Vitoria;0;0;2;195;368;414;2;368;48;186;337;411
Brazil;Serie A;2014;29/05/2014;01:00:00;Internacional;Chapecoense-SC;2;0;0;163;387;643;167;4;681;158;365;594
Brazil;Serie A;2014;29/05/2014;02:00:00;Atletico-MG;Fluminense;2;0;0;254;337;263;29;337;3;261;316;264
Brazil;Serie A;2014;29/05/2014;02:00:00;Atletico-PR;Sao Paulo;2;2;2;294;344;253;375;345;253;297;323;235
Brazil;Serie A;2014;29/05/2014;02:00:00;Corinthians;Cruzeiro;1;0;0;238;337;325;26;337;325;244;305;299
Brazil;Serie A;2014;29/05/2014;23:30:00;Flamengo RJ;Figueirense;1;1;2;176;364;552;18;365;552;174;345;475
Brazil;Serie A;2014;30/05/2014;01:00:00;Bahia;Santos;0;2;1;235;312;359;244;32;37;226;305;33
Brazil;Serie A;2014;31/05/2014;22:30:00;Coritiba;Goias;3;0;0;213;338;388;222;34;39;206;322;355
Brazil;Serie A;2014;31/05/2014;22:30:00;Sao Paulo;Atletico-MG;2;1;0;173;406;5;195;406;52;172;363;461
Brazil;Serie A;2014;01/06/2014;01:00:00;Vitoria;Sport Recife;0;1;1;171;385;557;19;391;562;173;355;463
Brazil;Serie A;2014;01/06/2014;20:00:00;Chapecoense-SC;Bahia;2;1;0;207;329;411;22;329;425;206;313;37
Brazil;Serie A;2014;01/06/2014;20:00:00;Corinthians;Botafogo RJ;1;1;2;169;374;579;175;374;67;17;347;505
Brazil;Serie A;2014;01/06/2014;20:00:00;Cruzeiro;Flamengo RJ;3;0;0;183;389;454;186;389;5;177;353;438
Brazil;Serie A;2014;01/06/2014;20:00:00;Gremio;Palmeiras;0;0;2;191;336;489;192;35;489;183;328;442
Brazil;Serie A;2014;01/06/2014;22:30:00;Figueirense;Atletico-PR;1;3;1;304;337;25;32;337;25;289;317;241
Brazil;Serie A;2014;01/06/2014;22:30:00;Fluminense;Internacional;1;1;2;205;333;423;212;333;425;203;32;37
Brazil;Serie A;2014;01/06/2014;22:30:00;Santos;Criciuma;2;0;0;212;342;384;215;375;47;193;335;389
Brazil;Serie A;2014;05/06/2014;01:00:00;Sport Recife;Bahia;1;0;0;245;327;32;248;33;345;229;309;317
Brazil;Serie A;2014;16/07/2014;23:30:00;Coritiba;Figueirense;0;2;1;151;403;875;157;41;875;152;378;664
Brazil;Serie A;2014;16/07/2014;23:30:00;Gremio;Goias;0;0;2;156;379;821;165;38;821;156;366;628
Brazil;Serie A;2014;16/07/2014;23:30:00;Sport Recife;Botafogo RJ;1;0;0;224;351;339;24;351;34;229;321;303
Brazil;Serie A;2014;17/07/2014;02:00:00;Bahia;Sao Paulo;0;2;1;345;331;231;345;345;238;316;314;225
Brazil;Serie A;2014;17/07/2014;02:00:00;Criciuma;Fluminense;3;2;0;365;334;221;371;35;23;328;319;218
Brazil;Serie A;2014;17/07/2014;02:00:00;Flamengo RJ;Atletico-PR;1;2;1;224;345;347;224;345;385;211;332;329
Brazil;Serie A;2014;17/07/2014;23:30:00;Corinthians;Internacional;2;1;0;197;333;462;205;34;462;195;318;401
Brazil;Serie A;2014;17/07/2014;23:30:00;Santos;Palmeiras;2;0;0;199;348;425;21;36;428;194;329;387
Brazil;Serie A;2014;18/07/2014;01:00:00;Cruzeiro;Vitoria;3;1;0;136;53;97;136;56;11;133;49;853
Brazil;Serie A;2014;19/07/2014;22:30:00;Atletico-MG;Bahia;1;1;2;172;383;544;173;4;66;164;361;524
Brazil;Serie A;2014;19/07/2014;22:30:00;Figueirense;Gremio;0;1;1;372;327;217;376;332;22;346;316;211
Brazil;Serie A;2014;19/07/2014;22:30:00;Sao Paulo;Chapecoense-SC;0;1;1;14;498;917;14;54;1117;135;456;89
Brazil;Serie A;2014;20/07/2014;01:00:00;Botafogo RJ;Coritiba;1;0;0;218;34;368;22;345;39;212;324;338
Brazil;Serie A;2014;20/07/2014;20:00:00;Internacional;Flamengo RJ;4;0;0;162;394;649;167;4;7;159;368;566
Brazil;Serie A;2014;20/07/2014;20:00:00;Palmeiras;Cruzeiro;1;2;1;384;336;215;384;336;23;331;322;216
Brazil;Serie A;2014;20/07/2014;20:00:00;Vitoria;Corinthians;0;0;2;302;317;265;313;32;265;291;308;245
Brazil;Serie A;2014;20/07/2014;22:30:00;Atletico-PR;Criciuma;2;0;0;175;38;527;185;39;527;174;358;453
Brazil;Serie A;2014;20/07/2014;22:30:00;Fluminense;Santos;1;0;0;204;337;417;204;346;44;194;33;39
Brazil;Serie A;2014;20/07/2014;22:30:00;Goias;Sport Recife;0;0;2;175;362;567;191;365;567;179;341;445
Brazil;Serie A;2014;26/07/2014;22:30:00;Criciuma;Vitoria;1;3;1;211;332;405;213;355;406;199;326;372
Brazil;Serie A;2014;26/07/2014;22:30:00;Cruzeiro;Figueirense;5;0;0;124;63;168;124;74;17;12;622;1301
Brazil;Serie A;2014;26/07/2014;22:30:00;Santos;Chapecoense-SC;3;0;0;159;399;684;162;399;73;158;364;595
Brazil;Serie A;2014;27/07/2014;01:00:00;Bahia;Internacional;0;1;1;371;333;219;373;345;23;333;319;216
Brazil;Serie A;2014;27/07/2014;20:00:00;Atletico-PR;Fluminense;0;3;1;274;325;284;282;34;284;262;32;262
Brazil;Serie A;2014;27/07/2014;20:00:00;Corinthians;Palmeiras;2;0;0;183;349;52;185;355;545;178;337;462
Brazil;Serie A;2014;27/07/2014;20:00:00;Goias;Sao Paulo;2;1;0;284;325;274;296;33;283;272;313;257
Brazil;Serie A;2014;27/07/2014;20:00:00;Sport Recife;Atletico-MG;2;1;0;34;34;229;34;34;246;299;32;232
Brazil;Serie A;2014;27/07/2014;22:30:00;Flamengo RJ;Botafogo RJ;1;0;0;285;33;27;289;33;284;267;315;26
Brazil;Serie A;2014;27/07/2014;22:30:00;Gremio;Coritiba;2;3;1;171;367;595;171;39;64;167;348;527
Brazil;Serie A;2014;02/08/2014;22:30:00;Botafogo RJ;Cruzeiro;1;1;2;311;346;242;34;35;243;302;331;226
Brazil;Serie A;2014;02/08/2014;22:30:00;Sao Paulo;Criciuma;1;1;2;139;513;908;139;55;109;132;484;913
Brazil;Serie A;2014;03/08/2014;01:00:00;Vitoria;Gremio;2;1;0;271;324;288;28;324;288;262;302;274
Brazil;Serie A;2014;03/08/2014;20:00:00;Chapecoense-SC;Flamengo RJ;1;0;0;214;323;406;218;335;415;207;311;368
Brazil;Serie A;2014;03/08/2014;20:00:00;Coritiba;Corinthians;0;0;2;283;299;296;3;315;296;279;292;266
Brazil;Serie A;2014;03/08/2014;20:00:00;Figueirense;Sport Recife;3;0;0;225;327;363;24;33;363;226;312;319
Brazil;Serie A;2014;03/08/2014;20:00:00;Palmeiras;Bahia;1;1;2;183;351;513;187;36;53;178;335;459
Brazil;Serie A;2014;03/08/2014;22:30:00;Atletico-MG;Atletico-PR;3;1;0;155;436;661;16;436;7;154;394;574
Brazil;Serie A;2014;03/08/2014;22:30:00;Fluminense;Goias;2;0;0;166;387;604;171;405;65;161;362;569
Brazil;Serie A;2014;03/08/2014;22:30:00;Internacional;Santos;1;0;0;182;353;518;183;353;54;176;341;462
Brazil;Serie A;2014;07/08/2014;01:00:00;Chapecoense-SC;Atletico-MG;1;1;2;289;328;267;33;34;267;299;313;239
Brazil;Serie A;2014;09/08/2014;22:30:00;Bahia;Goias;1;0;0;224;32;374;23;325;374;222;305;335
Brazil;Serie A;2014;09/08/2014;22:30:00;Criciuma;Cruzeiro;0;0;2;463;397;179;51;397;19;443;351;177
Brazil;Serie A;2014;10/08/2014;01:00:00;Fluminense;Coritiba;1;1;2;183;386;459;185;386;605;168;361;499
Brazil;Serie A;2014;10/08/2014;20:00:00;Atletico-PR;Botafogo RJ;2;0;0;231;343;332;231;345;35;217;327;323
Brazil;Serie A;2014;10/08/2014;20:00:00;Flamengo RJ;Sport Recife;1;0;0;171;385;548;185;385;548;172;353;475
Brazil;Serie A;2014;10/08/2014;20:00:00;Internacional;Gremio;2;0;0;21;327;411;215;335;439;205;316;371
Brazil;Serie A;2014;10/08/2014;20:00:00;Santos;Corinthians;0;1;1;274;305;299;277;31;315;255;296;289
Brazil;Serie A;2014;10/08/2014;22:30:00;Atletico-MG;Palmeiras;2;1;0;167;41;55;174;41;63;163;369;529
Brazil;Serie A;2014;10/08/2014;22:30:00;Chapecoense-SC;Figueirense;0;1;1;202;334;432;204;34;455;194;324;4
Brazil;Serie A;2014;10/08/2014;22:30:00;Sao Paulo;Vitoria;3;1;0;155;428;682;157;44;76;15;393;662
Brazil;Serie A;2014;16/08/2014;22:30:00;Goias;Internacional;0;1;1;277;326;28;28;326;285;262;304;273
Brazil;Serie A;2014;17/08/2014;01:00:00;Corinthians;Bahia;1;1;2;151;393;913;151;433;955;144;386;82
Brazil;Serie A;2014;17/08/2014;20:00:00;Coritiba;Flamengo RJ;0;1;1;188;342;502;195;35;502;188;328;419
Brazil;Serie A;2014;17/08/2014;20:00:00;Cruzeiro;Santos;3;0;0;152;436;731;153;436;751;149;392;671
Brazil;Serie A;2014;17/08/2014;20:00:00;Gremio;Criciuma;2;0;0;158;391;73;16;405;73;154;371;643
Brazil;Serie A;2014;17/08/2014;20:00:00;Palmeiras;Sao Paulo;1;2;1;254;335;299;28;34;299;261;316;265
Brazil;Serie A;2014;17/08/2014;20:00:00;Vitoria;Chapecoense-SC;0;0;2;181;352;53;2;352;533;18;335;454
Brazil;Serie A;2014;17/08/2014;22:30:00;Botafogo RJ;Fluminense;2;0;0;401;353;203;412;353;22;37;33;199
Brazil;Serie A;2014;17/08/2014;22:30:00;Figueirense;Atletico-MG;2;2;2;329;345;232;35;345;235;318;319;223
Brazil;Serie A;2014;17/08/2014;22:30:00;Sport Recife;Atletico-PR;1;1;2;236;335;33;24;335;345;227;316;312
Brazil;Serie A;2014;20/08/2014;23:30:00;Figueirense;Botafogo RJ;1;0;0;24;339;32;26;339;32;242;318;285
Brazil;Serie A;2014;20/08/2014;23:30:00;Santos;Atletico-PR;2;0;0;17;372;594;18;375;63;169;349;505
Brazil;Serie A;2014;20/08/2014;23:30:00;Sport Recife;Palmeiras;2;1;0;228;341;341;24;36;345;224;321;314
Brazil;Serie A;2014;21/08/2014;01:00:00;Bahia;Criciuma;0;0;2;194;34;463;195;365;583;176;334;482
Brazil;Serie A;2014;21/08/2014;01:00:00;Coritiba;Vitoria;2;0;0;185;365;476;187;37;486;177;343;451
Brazil;Serie A;2014;21/08/2014;02:00:00;Chapecoense-SC;Fluminense;1;0;0;301;32;263;31;33;264;286;306;249
Brazil;Serie A;2014;21/08/2014;02:00:00;Flamengo RJ;Atletico-MG;2;1;0;28;317;284;28;33;288;261;315;263
Brazil;Serie A;2014;21/08/2014;02:00:00;Internacional;Sao Paulo;0;1;1;194;348;449;199;355;48;186;335;414
Brazil;Serie A;2014;21/08/2014;23:30:00;Corinthians;Goias;5;2;0;156;397;765;156;43;8;15;369;709
Brazil;Serie A;2014;22/08/2014;00:30:00;Cruzeiro;Gremio;1;0;0;172;372;565;172;4;75;158;367;589
Brazil;Serie A;2014;23/08/2014;22:30:00;Atletico-MG;Internacional;1;0;0;214;332;39;215;335;39;208;323;345
Brazil;Serie A;2014;23/08/2014;22:30:00;Botafogo RJ;Chapecoense-SC;1;0;0;182;356;511;19;356;534;181;33;452
Brazil;Serie A;2014;24/08/2014;01:00:00;Palmeiras;Coritiba;1;0;0;203;341;418;205;341;433;197;325;379
Brazil;Serie A;2014;24/08/2014;20:00:00;Criciuma;Flamengo RJ;0;2;1;219;327;38;23;327;38;219;306;338
Brazil;Serie A;2014;24/08/2014;20:00:00;Fluminense;Sport Recife;4;0;0;153;432;717;16;435;717;151;386;631
Brazil;Serie A;2014;24/08/2014;20:00:00;Gremio;Corinthians;2;1;0;228;316;369;235;325;376;222;299;341
Brazil;Serie A;2014;24/08/2014;20:00:00;Sao Paulo;Santos;2;1;0;191;339;485;195;365;485;186;329;421
Brazil;Serie A;2014;24/08/2014;20:00:00;Vitoria;Figueirense;0;1;1;193;373;42;196;373;44;186;34;404
Brazil;Serie A;2014;24/08/2014;22:30:00;Atletico-PR;Bahia;0;0;2;189;356;461;205;358;463;185;333;418
Brazil;Serie A;2014;24/08/2014;22:30:00;Goias;Cruzeiro;0;1;1;406;338;207;465;345;213;391;327;194
Brazil;Serie A;2014;30/08/2014;22:30:00;Cruzeiro;Chapecoense-SC;4;2;0;133;55;109;133;55;17;129;501;1037
Brazil;Serie A;2014;30/08/2014;22:30:00;Palmeiras;Internacional;0;1;1;304;308;269;304;32;28;274;3;264
Brazil;Serie A;2014;31/08/2014;20:00:00;Botafogo RJ;Santos;1;0;0;26;326;3;264;326;31;247;308;289
Brazil;Serie A;2014;31/08/2014;20:00:00;Corinthians;Fluminense;1;1;2;173;366;575;2;366;575;178;338;46
Brazil;Serie A;2014;31/08/2014;20:00:00;Coritiba;Atletico-MG;0;0;2;244;35;304;25;35;32;241;316;289
Brazil;Serie A;2014;31/08/2014;20:00:00;Figueirense;Sao Paulo;1;1;2;299;326;261;302;335;265;284;315;244
Brazil;Serie A;2014;31/08/2014;20:00:00;Sport Recife;Criciuma;2;0;0;178;37;516;183;37;53;176;341;459
Brazil;Serie A;2014;31/08/2014;22:30:00;Goias;Atletico-PR;3;1;0;224;327;366;227;335;39;211;319;344
Brazil;Serie A;2014;31/08/2014;22:30:00;Gremio;Bahia;1;0;0;155;396;774;163;396;774;155;361;64
Brazil;Serie A;2014;31/08/2014;22:30:00;Vitoria;Flamengo RJ;1;2;1;239;328;332;254;328;335;232;309;309
Brazil;Serie A;2014;06/09/2014;22:30:00;Flamengo RJ;Gremio;0;1;1;235;314;355;268;32;355;236;298;317
Brazil;Serie A;2014;06/09/2014;22:30:00;Santos;Vitoria;3;1;0;151;432;764;165;432;764;153;383;627
Brazil;Serie A;2014;07/09/2014;01:00:00;Chapecoense-SC;Goias;0;0;2;227;313;378;227;33;41;215;306;354
Brazil;Serie A;2014;07/09/2014;20:00:00;Atletico-MG;Botafogo RJ;1;0;0;164;405;594;167;405;65;16;375;552
Brazil;Serie A;2014;07/09/2014;20:00:00;Criciuma;Corinthians;0;0;2;365;321;228;37;34;234;335;307;222
Brazil;Serie A;2014;07/09/2014;20:00:00;Fluminense;Cruzeiro;3;3;2;272;334;279;272;35;3;245;325;279
Brazil;Serie A;2014;07/09/2014;20:00:00;Sao Paulo;Sport Recife;2;0;0;147;454;791;147;475;9;142;43;723
Brazil;Serie A;2014;07/09/2014;22:30:00;Atletico-PR;Palmeiras;1;1;2;212;352;37;215;37;4;206;331;349
Brazil;Serie A;2014;07/09/2014;22:30:00;Bahia;Coritiba;0;0;2;248;308;337;256;32;337;24;294;314
Brazil;Serie A;2014;07/09/2014;22:30:00;Internacional;Figueirense;2;3;1;144;445;934;155;445;934;146;398;722
Brazil;Serie A;2014;10/09/2014;23:30:00;Figueirense;Fluminense;1;1;2;303;352;243;316;354;255;285;325;241
Brazil;Serie A;2014;10/09/2014;23:30:00;Gremio;Atletico-PR;1;0;0;15;435;775;16;435;89;147;398;706
Brazil;Serie A;2014;10/09/2014;23:30:00;Palmeiras;Criciuma;1;0;0;188;353;479;188;365;55;177;338;467
Brazil;Serie A;2014;11/09/2014;01:00:00;Coritiba;Chapecoense-SC;3;0;0;175;343;61;175;365;61;17;337;529
Brazil;Serie A;2014;11/09/2014;01:00:00;Sport Recife;Santos;3;1;0;268;336;281;268;336;325;253;312;277
Brazil;Serie A;2014;11/09/2014;02:00:00;Botafogo RJ;Sao Paulo;2;4;1;584;417;163;61;417;18;513;369;165
Brazil;Serie A;2014;11/09/2014;02:00:00;Goias;Flamengo RJ;1;0;0;332;33;238;34;33;26;299;307;242
Brazil;Serie A;2014;11/09/2014;02:00:00;Vitoria;Internacional;2;0;0;312;332;247;355;345;25;3;317;234
Brazil;Serie A;2014;11/09/2014;23:30:00;Corinthians;Atletico-MG;1;0;0;212;32;414;212;34;439;201;313;389
Brazil;Serie A;2014;12/09/2014;00:30:00;Cruzeiro;Bahia;2;1;0;135;518;112;135;59;13;129;509;988
Brazil;Serie A;2014;13/09/2014;22:30:00;Chapecoense-SC;Sport Recife;3;1;0;199;325;465;216;34;465;203;316;377
Brazil;Serie A;2014;13/09/2014;22:30:00;Fluminense;Palmeiras;3;0;0;16;426;599;163;426;61;157;379;56
Brazil;Serie A;2014;14/09/2014;01:00:00;Santos;Coritiba;2;1;0;193;362;431;202;362;49;188;333;412
Brazil;Serie A;2014;14/09/2014;20:00:00;Bahia;Figueirense;3;0;0;213;33;397;23;33;4;214;311;351
Brazil;Serie A;2014;14/09/2014;20:00:00;Flamengo RJ;Corinthians;1;0;0;307;311;265;33;32;272;296;291;253
Brazil;Serie A;2014;14/09/2014;20:00:00;Internacional;Botafogo RJ;2;0;0;157;41;689;158;41;81;151;382;653
Brazil;Serie A;2014;14/09/2014;20:00:00;Sao Paulo;Cruzeiro;2;0;0;22;339;364;23;345;364;217;326;325
Brazil;Serie A;2014;14/09/2014;22:30:00;Atletico-MG;Gremio;0;0;2;208;323;426;213;336;45;199;319;386
Brazil;Serie A;2014;14/09/2014;22:30:00;Atletico-PR;Vitoria;2;0;0;182;368;493;191;368;497;181;342;435
Brazil;Serie A;2014;14/09/2014;22:30:00;Criciuma;Goias;1;0;0;239;317;343;244;345;36;229;302;325
Brazil;Serie A;2014;17/09/2014;23:30:00;Cruzeiro;Atletico-PR;2;0;0;144;486;803;144;56;105;136;462;823
Brazil;Serie A;2014;17/09/2014;23:30:00;Vitoria;Fluminense;3;1;0;318;339;239;36;34;24;301;323;231
Brazil;Serie A;2014;18/09/2014;01:00:00;Figueirense;Criciuma;1;1;2;214;325;396;217;345;41;206;319;363
Brazil;Serie A;2014;18/09/2014;01:00:00;Sport Recife;Internacional;0;0;2;285;335;267;298;335;288;27;312;261
Brazil;Serie A;2014;18/09/2014;02:00:00;Botafogo RJ;Bahia;2;3;1;178;357;55;185;36;6;175;338;486
Brazil;Serie A;2014;18/09/2014;02:00:00;Coritiba;Sao Paulo;3;1;0;226;347;34;27;365;34;235;323;297
Brazil;Serie A;2014;18/09/2014;02:00:00;Palmeiras;Flamengo RJ;2;2;2;259;314;311;259;32;34;236;305;309
Brazil;Serie A;2014;18/09/2014;23:30:00;Corinthians;Chapecoense-SC;1;1;2;154;42;732;157;435;1071;147;39;732
Brazil;Serie A;2014;18/09/2014;23:30:00;Goias;Atletico-MG;2;3;1;257;311;319;275;335;319;254;305;282
Brazil;Serie A;2014;19/09/2014;00:30:00;Gremio;Santos;0;0;2;193;343;468;196;355;52;186;325;437
Brazil;Serie A;2014;20/09/2014;22:30:00;Atletico-PR;Internacional;0;1;1;271;336;28;271;34;288;258;313;271
Brazil;Serie A;2014;21/09/2014;01:00:00;Criciuma;Botafogo RJ;1;1;2;203;344;416;203;365;475;187;337;415
Brazil;Serie A;2014;21/09/2014;20:00:00;Corinthians;Sao Paulo;3;2;0;229;323;358;26;335;36;224;311;328
Brazil;Serie A;2014;21/09/2014;20:00:00;Cruzeiro;Atletico-MG;2;3;1;172;384;546;185;395;61;172;359;473
Brazil;Serie A;2014;21/09/2014;20:00:00;Flamengo RJ;Fluminense;1;1;2;254;335;3;296;337;3;258;316;27
Brazil;Serie A;2014;21/09/2014;20:00:00;Sport Recife;Coritiba;1;0;0;231;322;355;24;335;355;228;307;321
Brazil;Serie A;2014;21/09/2014;20:00:00;Vitoria;Bahia;2;1;0;283;325;275;291;335;28;269;308;264
Brazil;Serie A;2014;21/09/2014;22:30:00;Goias;Palmeiras;6;0;0;211;342;392;218;342;405;205;321;364
Brazil;Serie A;2014;21/09/2014;22:30:00;Gremio;Chapecoense-SC;1;0;0;165;378;647;166;405;79;159;359;591
Brazil;Serie A;2014;21/09/2014;22:30:00;Santos;Figueirense;3;1;0;162;399;643;163;415;74;158;368;595
Brazil;Serie A;2014;24/09/2014;23:30:00;Coritiba;Cruzeiro;1;2;1;295;337;256;312;355;266;279;321;247
Brazil;Serie A;2014;24/09/2014;23:30:00;Internacional;Criciuma;3;0;0;145;448;897;153;465;93;144;409;739
Brazil;Serie A;2014;25/09/2014;01:00:00;Bahia;Sport Recife;1;0;0;196;347;439;21;355;45;194;331;391
Brazil;Serie A;2014;25/09/2014;01:00:00;Chapecoense-SC;Atletico-PR;3;0;0;238;317;346;238;33;37;221;31;335
Brazil;Serie A;2014;25/09/2014;02:00:00;Figueirense;Corinthians;1;0;0;37;312;23;37;33;24;33;309;224
Brazil;Serie A;2014;25/09/2014;02:00:00;Fluminense;Gremio;0;0;2;249;318;323;249;33;353;232;307;317
Brazil;Serie A;2014;25/09/2014;02:00:00;Sao Paulo;Flamengo RJ;2;2;2;178;388;488;178;4;61;169;36;49
Brazil;Serie A;2014;25/09/2014;23:30:00;Botafogo RJ;Goias;1;0;0;192;348;465;217;37;435;198;331;372
Brazil;Serie A;2014;25/09/2014;23:30:00;Palmeiras;Vitoria;2;0;0;185;36;48;2;385;475;187;347;401
Brazil;Serie A;2014;26/09/2014;00:30:00;Atletico-MG;Santos;3;2;0;186;366;467;186;41;55;17;358;475
Brazil;Serie A;2014;27/09/2014;22:30:00;Chapecoense-SC;Criciuma;1;1;2;186;339;515;188;37;534;181;328;46
Brazil;Serie A;2014;27/09/2014;22:30:00;Sport Recife;Cruzeiro;0;0;2;412;37;195;425;37;215;365;341;197
Brazil;Serie A;2014;28/09/2014;01:00:00;Sao Paulo;Fluminense;1;3;1;176;406;476;185;406;5;176;356;448
Brazil;Serie A;2014;28/09/2014;20:00:00;Atletico-MG;Vitoria;2;0;0;148;448;807;15;45;933;144;419;716
Brazil;Serie A;2014;28/09/2014;20:00:00;Atletico-PR;Corinthians;1;0;0;267;31;305;282;32;305;258;299;283
Brazil;Serie A;2014;28/09/2014;20:00:00;Bahia;Flamengo RJ;2;1;0;24;317;344;25;32;355;229;306;322
Brazil;Serie A;2014;28/09/2014;20:00:00;Botafogo RJ;Gremio;0;2;1;306;311;265;306;32;27;285;299;256
Brazil;Serie A;2014;28/09/2014;22:30:00;Figueirense;Palmeiras;3;1;0;212;338;389;23;355;389;211;323;343
Brazil;Serie A;2014;28/09/2014;22:30:00;Internacional;Coritiba;4;2;0;164;397;612;17;405;67;159;367;577
Brazil;Serie A;2014;28/09/2014;22:30:00;Santos;Goias;2;0;0;179;38;489;18;38;54;174;351;465
Brazil;Serie A;2014;02/10/2014;23:30:00;Palmeiras;Chapecoense-SC;4;2;0;188;354;473;198;355;473;188;336;409
Brazil;Serie A;2014;04/10/2014;20:20:00;Coritiba;Atletico-PR;1;0;0;19;347;475;2;355;475;188;332;411
Brazil;Serie A;2014;04/10/2014;20:20:00;Flamengo RJ;Santos;0;1;1;2;339;435;21;341;435;198;329;379
Brazil;Serie A;2014;04/10/2014;20:20:00;Fluminense;Bahia;1;1;2;194;343;459;195;37;495;186;332;423
Brazil;Serie A;2014;04/10/2014;20:20:00;Gremio;Sao Paulo;0;1;1;174;35;611;195;365;615;179;333;47
Brazil;Serie A;2014;04/10/2014;20:20:00;Vitoria;Botafogo RJ;2;1;0;168;389;576;175;39;61;167;36;505
Brazil;Serie A;2014;04/10/2014;22:30:00;Corinthians;Sport Recife;3;0;0;143;435;1053;152;435;1053;144;391;8
Brazil;Serie A;2014;04/10/2014;22:30:00;Criciuma;Atletico-MG;3;1;0;326;342;234;33;35;255;297;316;236
Brazil;Serie A;2014;04/10/2014;22:30:00;Cruzeiro;Internacional;2;1;0;175;379;53;175;4;62;163;364;533
Brazil;Serie A;2014;05/10/2014;01:00:00;Goias;Figueirense;1;0;0;176;358;564;185;37;57;176;34;472
Brazil;Serie A;2014;08/10/2014;23:30:00;Botafogo RJ;Palmeiras;0;1;1;25;359;29;25;38;31;242;329;28
Brazil;Serie A;2014;08/10/2014;23:30:00;Coritiba;Criciuma;1;0;0;154;425;71;169;425;71;157;376;587
Brazil;Serie A;2014;08/10/2014;23:30:00;Sao Paulo;Atletico-PR;1;0;0;169;393;558;169;405;64;16;372;543
Brazil;Serie A;2014;09/10/2014;01:00:00;Vitoria;Goias;2;2;2;216;348;364;22;37;395;207;331;346
Brazil;Serie A;2014;09/10/2014;02:00:00;Cruzeiro;Corinthians;0;1;1;166;369;66;17;385;66;164;351;551
Brazil;Serie A;2014;09/10/2014;02:00:00;Figueirense;Flamengo RJ;1;2;1;29;309;281;306;35;284;268;306;267
Brazil;Serie A;2014;09/10/2014;02:00:00;Gremio;Sport Recife;2;0;0;15;428;797;151;435;10;145;407;73
Brazil;Serie A;2014;09/10/2014;23:30:00;Fluminense;Atletico-MG;0;0;2;204;362;388;23;405;39;204;337;346
Brazil;Serie A;2014;09/10/2014;23:30:00;Santos;Bahia;1;0;0;165;378;657;165;405;77;158;366;595
Brazil;Serie A;2014;10/10/2014;00:30:00;Chapecoense-SC;Internacional;5;0;0;344;322;236;344;33;244;32;309;227
